title,author,isbn,publisher,chapter_number,chapter_title,section_number,content,reference
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,7,사람과 맺으신하나님의 언약,1,"하나님과 피조물의 간격은 참으로 크기 때문에, 이성적 피조물이 창 조주이신 하나님께 복종하는 것은 마땅하다. 그럼에도 이들이 하나님의 어 떤 복과 상을 받는 것은 하나님의 자발적 낮추심으로 이루어지는 일이다. 하 나님께서 이 자발적 낮추심을 언약의 방식으로 나타내기를 기뻐하셨다.1)",1) 사 40:13~17; 욥 9:32~33; 삼상 2:25; 시 113:5~6; 100:2~3; 욥 22:2~3; 35:7~8; 눅 17:10; 행 17:24~25.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,7,사람과 맺으신하나님의 언약,2,"사람과 맺으신 첫 번째 언약은 행위언약이었다.1) 이 언약 안에서 완 전하며 인격적인 순종을 조건으로 하여,2) 아담에게 그리고 아담 안에 있는 그의 후손들에게3) 생명이 약속되었다.",1) 갈 3:12. 2) 창 2:17; 갈 3:10. 3) 롬 10:5; 5:12~19.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,7,사람과 맺으신하나님의 언약,3,"사람이 타락하여 스스로는 이 언약에 의해 생명에 이를 수 없게 되었 으므로, 주님께서 통상적으로 은혜언약이라고 불리는 두 번째 언약을 맺기 를 기뻐하셨다.1) 이 은혜언약 안에서, 주님께서 죄인들에게 예수 그리스도에 의한 생명과 구원을 값없이 제안하셨으며, 구원받기 위하여 이들에게 그 리스도를 믿을 것을 요구하셨고,2) 생명에 이르도록 작정된 모든 사람에게 그분의 성령을 주시어 이들이 믿기를 원하고 믿을 수 있게 해 주실 것을 약 속하셨다.3)","1) 갈 3:21; 롬 8:3; 3:20~21; 창 3:15; 사 42:6. 2) 막 16:15~16; 요 3:16; 롬 10:6, 9; 갈 3:11. 3) 겔 36:26~27; 요 6:44~45."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,7,사람과 맺으신하나님의 언약,4,"이 은혜언약은 성경에 종종 유언이라는 이름으로 진술되어 있다. 이 언약은 유언자이신 예수 그리스도의 죽음, 영원한 유산 그리고 이것과 함께 상속자에게 속한 모든 것과 관련된다.1)",1) 히 9:15~17; 7:22; 눅 22:20; 고전 11:25.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,7,사람과 맺으신하나님의 언약,5,"이 언약은 율법 시대와 복음 시대에1) 다르게 시행되었다. 율법 아래 에서 이것은 약속들, 예언들, 희생제사들, 할례, 유월절 어린양, 그리고 유대 백성에게 전달된 여러 모형과 규례로 시행되었으며, 이 모든 것은 오실 그리 스도를 예표하는 것이었다.2) 이것들은 선택된 자에게 약속된 메시아를 믿는 믿음을 가르치고 양육하는 일에 성령 하나님의 일하심으로 말미암아 그 시 대에는 충분하고 유효했다.3) 이 메시아로 말미암아 이들은 완전한 죄 사함 과 영원한 구원을 받았다. 이것은 구약이라고 일컬어진다.4)","1) 고후 3:6~9. 2) 히 8장~10장; 롬 4:11; 골 2:11~12; 고전 5:7. 3) 고전 10:1~4; 히 11:13; 요 8:56. 4) 갈 3:7~9, 14."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,7,사람과 맺으신하나님의 언약,6,"실체이신1) 그리스도께서 드러나신 때인 복음 아래에서, 이 언약이 실 행되는 규례들은 말씀 설교와 성례 곧 세례와 성찬의 시행이다.2) 이 규례들이  비록 수가 더 적고, 더 간소하며, 외적인 화려함은 덜하지만, 그럼에도 이것들 안에서 이 언약은 더 충만하고, 더 명백하며, 영적으로 더욱 효력 있게3) 모든 민족 곧 유대인과 이방인에게4) 제시된다. 이것은 신약이라고 일컬어진다.5) 따라서 실체가 다른 두 은혜언약이 있지 않으며, 다양한 경륜 아래 동일한 하나의 언약이 있을 뿐이다.6)","1) 골 2:17. 2) 마 28:19~20; 고전 11:23~25. 3) 히 12:22~27; 렘 31:33~34. 4) 마 28:19; 엡 2:15~19. 5) 눅 22:20. 6) 갈 3:14, 16; 행 15:11; 롬 3:21, 22~23, 30; 시 32:1; 롬 4:3, 6, 16~17, 23~24; 히 13:8."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,1,"하나님께서 그분 자신의 영원한 목적 안에서 자신의 독생자이신 주 예수님을, 하나님과 사람 사이의 중보자,1) 선지자,2) 제사장,3) 그리고 왕으 로,4) 또 교회의 머리와 구주,5) 만유의 상속자,6) 그리고 세상의 심판자로7) 선 택하고 정하기를 기뻐하셨다. 그리고 영원부터 하나님께서 그분에게 한 백 성을 주셔서 그분의 후손이 되게 하셨으며,8) 정한 때에 그분으로 말미암아 이들이 구속하심과 부르심과 의롭다 하심과 거룩하게 하심과 영화롭게 하심 을 받게 하셨다.9)",1) 사 42:1; 벧전 1:19~20; 요 3:16; 딤전 2:5. 2) 행 3:22. 3) 히 5:5~6. 4) 시 2:6; 눅 1:33. 5) 엡 5:23. 6) 히 1:2. 7) 행 17:31. 8) 요 17:6; 시 22:30; 사 53:10. 9) 딤전 2:6; 사 55:4~5; 고전 1:30.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,2,"삼위일체 하나님의 제2위격이시며, 참되고 영원하신 하나님이시고, 아버지 하나님과 한 본질이시며 동등하신 하나님의 아들께서, 때가 차매, 사람의 본성을,1) 이것에 속한 모든 본질적인 속성과 일반적인 연약성과 함께 취하셨다. 그럼에도 죄는 없으시다.2) 그분은 성령 하나님의 능력으로 동정녀 마리아의 태에 그녀의 체질로부터 잉태되셨다.3) 그 결과 온전하고 완전하며 구별되는 두 본성, 곧 신성과 인성이 변화 없이, 혼합 없이, 혼동 없이, 한 인격 안에 분리될 수 없게 연합되었다.4) 그 인격은 참 하나님이시며 참 사람이시다. 그러나 한 분 그리스도이시며 하나님과 사람 사이의 유일한 중보자이시다.5)","1) 요 1:1, 14; 요일 5:20; 빌 2:6; 갈 4:4. 2) 히 2:14, 16~17; 4:15. 3) 눅 1:27, 31, 35; 갈 4:4. 4) 눅 1:35; 골 2:9; 롬 9:5; 벧전 3:18; 딤전 3:16. 5) 롬 1:3~4; 딤전 2:5."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,3,"주 예수님께서 이같이 신성과 연합된 그분의 인성 안에서 거룩해지셨으며 성령 하나님의 기름 부음을 한량없이 받으셨다.1) 자신 안에 지혜와 지식의 모든 보화를2) 가지고 계신 그분 안에 모든 충만함이 거하는 것을3) 성부 하나님께서 기뻐하셨다. 그 충만함은 거룩하고 무죄하며 순결하고 은혜와 진리로 충만하여,4) 중보자와 보증인의 직분을5) 수행하기에 완전히 준비되기 위함이었다. 그분은 이 직분을 스스로 취하지 않으셨고, 성부 하나님에 의해 이 직분에 부르심을 받으셨다.6) 성부 하나님께서는 모든 권능과 심판을 그분의 손에 맡기시고, 이것을 수행하도록 명령하셨다.7)","1) 시 45:7; 요 3:34. 2) 골 2:3. 3) 골 1:19. 4) 히 7:26; 요 1:14. 5) 행 10:38; 히 12:24; 7:22. 6) 히 5:4~5. 7) 요 5:22, 27; 마 28:18; 행 2:36."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,4,"주 예수님께서 이 직분을 아주 기꺼이 취하셨다.1) 이 직분을 수행하시기 위하여, 주님은 율법 아래 나셨으며,2) 율법을 완전하게 성취하셨고,3) 영혼에 직접적으로 극심한 고뇌를 당하셨으며,4) 몸에 지극히 고통스러운 고난을 받으시고,5) 십자가에 달려 죽으셨으며,6) 장사되어, 죽음의 권세 아래 머물러 계셨다. 그럼에도 전혀 썩음을 보지 않으셨다.7) 셋째 날에 주님은 죽은 자들 가운데서, 고통을 받으셨던 몸과 동일한 몸을 가지신 채로 살아나셨다.8) 또한 이 몸을 가지시고9) 하늘에 오르셨으며, 하나님 아버지 우편에 앉아10) 간구하신다.11) 그리고 세상 끝날에 사람들과 천사들을 심판하러 다시 오실 것이다.12)","1) 시 40:7~8; 히 10:5~10; 요 10:18; 빌 2:8. 2) 갈 4:4. 3) 마 3:15; 5:17. 4) 마 26:37~38; 눅 22:44; 마 27:46. 5) 마 26~27장. 6) 빌 2:8. 7) 행 2:23~24, 27; 13:37; 롬 6:9. 8) 고전 15:3~4. 9) 요 20:25, 27. 10) 막 16:19. 11) 롬 8:34; 히 9:24; 7:25. 12) 롬 14:9~10; 행 1:11; 10:42; 마 13:40~42; 유 1:6; 벧후 2:4."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,5,"주 예수님께서 완전한 순종, 그리고 그분 자신을 드린 희생제사로 말미암아 성부 하나님의 공의를 완전히 만족시키셨다.1) 주님께서 그 희생제사를 영원하신 성령 하나님을 통해 하나님께 단번에 드리셨다. 그리고 주님께서는 성부 하나님께서 자신에게 주신 모든 사람을 위하여,2) 화목뿐만 아니라 하늘나라에 속한 영원한 유산을 값을 치르고 사셨다.","1) 롬 5:19; 히 9:14, 16; 10:14; 엡 5:2; 롬 3:25~26. 2) 단 9:24, 26; 골 1:19~20; 엡 1:11, 14; 요 17:2; 히 9:12, 15."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,6,"성육신 이전에는, 구속사역이 그리스도에 의하여 실제로 실행되지는 않았지만, 그럼에도 구속사역의 능력과 효력과 은택은 창세로부터 계속해서 모든 시대에 걸쳐서, 약속들과 모형들과 희생제사들 안에서 또 이것들에 의해서, 선택된 자들에게 전달되었다. 그리스도께서 어제나 오늘이나 영원토록 동일하시기 때문에, 이런 것들 안에서 뱀의 머리를 상하게 하실 여인의 후손 그리고 창세로부터 죽임당한 어린 양으로 계시되시고 예표되셨다.1)",1) 갈 4:4~5; 창 3:15; 계 13:8; 히 13:8.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,7,"그리스도께서 중보사역을 두 본성을 따라 행하시는데, 각 본성에 고유한 것을 그 본성에 따라 행하신다.1) 그럼에도 인격의 단일성으로 인하여, 때때로 성경에서는 어느 한 본성에 고유한 것이 다른 본성에 의하여 이름 지어진 인격에게 돌려지기도 한다.2)",1) 히 9:14; 벧전 3:18. 2) 행 20:28; 요 3:13; 요일 3:16.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,8,중보자 그리스도,8,"그리스도께서 값을 치르고 구속을 획득해 주신 이들 모두에게 바로 그 구속을 확실하게 그리고 효과 있게 적용하시고 나누어 주신다.1) 즉, 이들을 위하여 간구하시고,2) 이들에게 말씀 안에서 그리고 말씀으로 구원의 비밀들을 계시하시며,3) 자신의 성령으로 이들을 효과 있게 설득하여 믿고 순종하게 하시고, 자신의 말씀과 성령으로 이들의 마음을 다스리시며,4) 자신의 전능하신 능력과 지혜로 그리고 자신의 놀랍고도 측량할 길이 없는 경륜에  가장 일치하는 방법과 수단으로 이들의 모든 대적을 정복하신다.5)","1) 요 6:37, 39; 10:15~16. 2) 요일 2:1~2; 롬 8:34. 3) 요 15:13, 15; 엡 1:7~9; 17:6. 4) 요 14:16; 히 12:2; 고후 4:13; 롬 8:9, 14; 15:18~19; 요 17:17. 5) 시 110:1; 고전 15:25~26; 말 4:2~3; 골 2:15."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,9,자유의지,1,하나님께서 사람의 의지에 본성의 자유를 부여하셨다. 이 본성의 자 유는 강요받지 않으며 또한 본성의 어떤 절대적인 필연성 때문에 선이나 악 을 행하도록 결정되어 있지도 않다.1),1) 마 17:12; 약 1:14; 신 30:19.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,9,자유의지,2,"무죄 상태에서 사람은 하나님 보시기에 선하고 기쁨이 되는 것을 원 하고 행할 자유와 능력을 가지고 있었다.1) 그럼에도 이것은 가변적이어서, 사람이 타락할 수도 있었다.2)",1) 전 7:29; 창 1:26. 2) 창 2:16~17; 3:6.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,9,자유의지,3,"사람은 타락하여 죄의 상태에 빠짐으로 구원과 관련된 영적 선을 행 할 모든 의지력을 완전히 잃어버렸다.1) 그러므로 자연인은 이러한 선을 전 적으로 싫어하고2) 죄 가운데 죽은 상태여서,3) 자신의 힘으로 회심하거나 또 는 회심에 이르도록 스스로 준비할 수 없다.4)","1) 롬 5:6; 8:7; 요 15:5. 2) 롬 3:10, 12. 3) 엡 2:1, 5; 골 2:13. 4) 요 6:44~65; 엡 2:2~5; 고전 2:14; 딛 3:3~5."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,9,자유의지,4,"하나님께서 죄인을 회심케 하셔서 은혜의 상태로 옮기실 때, 죄 아래 있는 본성의 속박에서 죄인을 자유롭게 하시며,1) 오직 은혜에 의하여 영적으 로 선한 것을 자유롭게 원하고 행할 수 있게 하신다.2) 그럼에도 그는 자신에 게 남아 있는 부패성 때문에 선한 것을 온전히 원하지는 않는다. 곧 선한 것 을 원하면서도, 또한 악한 것을 원한다.3)","1) 골 1:13; 요 8:34, 36. 2) 빌 2:13; 롬 6:18, 22. 3) 갈 5:17; 롬 7:15, 18~19, 21, 23."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,9,자유의지,5,"사람의 의지는, 오직 영광의 상태에서만, 완전히 그리고 변함없이 자 유롭게 오로지 선으로만 향하게 된다.1)",1) 엡 4:13; 히 12:23; 요일 3:2; 유 1:24.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,10,효과 있는 부르심,1,"하나님께서 생명에 이르도록 예정하신 모든 사람, 오직 이들만을, 자 신이 정하고 만족하시는 때에, 자신의 말씀과 성령으로,1) 이들이 본성상 처 해 있는 죄와 죽음의 상태로부터 예수 그리스도로 말미암는 은혜와 구원에 이르도록2) 효과 있게 부르시기를3) 기뻐하신다. 즉, 하나님의 일들을 영적으 로 또 구원과 관련하여 깨닫도록 지성에 빛을 비추시고,4) 돌 같은 마음을 제 거하시며 살처럼 부드러운 마음을 주시고,5) 의지를 새롭게 하시며, 자신의 전능한 능력으로 이들이 선한 것을 향하도록 정하시고,6) 이들을 예수 그리 스도에게로 효과 있게 이끄신다.7) 그럼에도 이들은 하나님의 은혜로 말미암 아 자원하게 되어 지극히 자유롭게 나아온다.8)","1) 살후 2:13~14; 고후 3:3, 6. 2) 롬 8:2; 엡 2:1~5; 딤후 1:9~10. 3) 롬 8:30; 11:7; 엡 1:10~11. 4) 행 26:18; 고전 2:10, 12; 엡 1:17~18. 5) 겔 36:26. 6) 겔 11:19; 빌 2:13; 신 30:6; 겔 36:27. 7) 엡 1:19; 요 6:44~45. 8) 아 1:4; 시 110:3; 요 6:37; 롬 6:16~18."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,10,효과 있는 부르심,2,"이러한 효과 있는 부르심은 하나님께서 값없이 주시는 특별한 은혜 로만 말미암으며, 결코 사람 안에서 미리 보신 그 어떤 것으로 말미암지 않 는다.1) 이 일에 있어서 사람은 전적으로 수동적이어서, 성령 하나님에 의하 여 살아나고 새롭게 된 후에야 비로소 부르심에 응답할 수 있고,2) 또한 이 부르심 안에서 제안되고 전달되는 은혜를 받아들일 수 있다.3)","1) 딤후 1:9; 딛 3:4~5; 엡 2:4~5, 8~9; 롬 9:11. 2) 고전 2:14; 롬 8:7; 엡 2:5. 3) 요 6:37; 겔 36:27; 요 5:25."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,10,효과 있는 부르심,3,"유아기에 죽은 선택된 유아들은, 그분이 기뻐하시는 때에, 기뻐하시 는 곳에서,1) 기뻐하시는 방식으로 일하시는 성령 하나님으로 말미암아 그리 스도에 의해 중생하고 구원받는다.2) 또한 말씀 사역에 의한 외적 부르심을 받을 능력이 없는 다른 모든 선택된 사람도 마찬가지이다.3)","1) 요 3:8. 2) 눅 18:15~16; 행 2:38~39; 요 3:3, 5; 요일 5:12; 롬 8:9. 3) 요일 5:12; 행 4:12."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,10,효과 있는 부르심,4,"선택받지 않은 사람들은 비록 말씀 사역에 의해 부르심을 받을 수 있 고,1) 또 성령 하나님의 여러 일반적인 활동을 누릴 수 있지만,2) 그럼에도 이 들은 결코 그리스도에게 참되게 나아오지 않으며, 그러므로 구원받을 수 없 다.3) 하물며 기독교 신앙을 고백하지 않는 사람들은, 설령 본성의 빛과 자신 들이 고백하는 종교의 법에 맞추어 살기에 더없이 부지런할지라도, 어떤 방 법으로도 구원받을 수 없다.4) 이들이 구원받을 수 있다고 주장하고 이를 고 수하는 것은 대단히 해로우며 가증스럽게 여겨져야 한다.5)",1) 마 22:14. 2) 마 7:22; 13:20~21; 히 6:4~5. 3) 요 6:64~66; 8:24. 4) 행 4:12; 요 14:6; 엡 2:12; 요 4:22; 17:3. 5) 요이 1:9~11; 고전 16:22; 갈 1:6~8.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,11,의롭다 하심(칭의),1,"하나님께서 효과 있게 부르시는 사람들을 또한 값없이 의롭다 하신 다.1) 이것은 이들에게 의를 주입하심으로써가 아니라, 이들의 죄를 용서하 심으로써, 그리고 이 사람들을 의로운 자로 여겨 받아주심으로써 이루어진 다. 이것은 이들 안에 이루어진 어떤 것이나 이들이 행한 어떤 것 때문이 아 니라, 오직 그리스도 때문이다. 또한 이것은 믿음 자체나 믿는 행위, 또는 어 떤 다른 복음적 순종을 이들의 의로 이들에게 전가하심으로써가 아니라, 이 들이 그리스도와 그분의 의를 믿음으로 받아들이고 의지할 때 오직 그리스 도의 순종과 속상(贖償, satisfaction)을 이들에게 전가하심으로써 이루어진 다.2) 이 믿음은 이들에게서 난 것이 아니고 하나님의 선물이다.3)","1) 롬 8:30; 3:24. 2) 롬 4:5~8; 고후 5:19, 21; 롬 3:22, 24~25, 27~28; 딛 3:5, 7; 엡 1:7; 렘 23:6; 고전 1:30~31; 롬 5:17~19. 3) 행 10:44; 갈 2:16; 빌 3:19; 행 13:38~39; 엡 2:7~8."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,11,의롭다 하심(칭의),2,"이런 식으로 그리스도와 그분의 의를 받아들이고 의지하는 믿음은 의롭다 하심을 받는 유일한 수단이다.1) 그렇지만 믿음은 의롭다 하심을 받 는 사람 안에 홀로 있지 않고, 다른 모든 구원하는 은혜를 항상 동반한다. 그 러므로 믿음은 죽은 믿음이 아니며, 사랑으로 역사한다.2)","1) 요 1:12; 롬 3:28; 5:1. 2) 약 2:17, 22, 26; 갈 5:6."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,11,의롭다 하심(칭의),3,"그리스도께서 자신의 순종과 죽음으로 이렇게 의롭다 하심을 받는 모든 사람의 빚을 완전히 청산하셨으며, 이들을 대신하여 하나님 아버지의 공의를 합당하고 참되며 완전하게 만족시키셨다.1) 그분은 아버지에 의해 이들을 위해 주어지셨으며,2) 또한 그분의 순종과 속상이 이들을 대신하여 받아들여졌는데,3) 둘 다 이들에게 있는 어떤 것 때문이 아니라 값없이 된 것인 만큼, 이들이 의롭다 하심을 받는 것은 오직 값없는 은혜로 된 것이다.4) 이렇게 하신 것은 죄인을 의롭다 하심을 통해서 하나님의 엄정한 공의와 풍성한 은혜의 영광이 나타나도록 하기 위함이다.5)","1) 롬 5:8~10, 19; 딤전 2:5~6; 히 10:10, 14; 단 9:24, 26; 사 53:4~6, 10~12. 2) 롬 8:32. 3) 고후 5:21; 마 3:17; 엡 5:2. 4) 롬 3:24; 엡 1:7. 5) 롬 3:26; 엡 2:7."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,11,의롭다 하심(칭의),4,"하나님께서 영원부터 모든 선택된 자를 의롭다 하시기로 작정하셨다.1) 그리고 때가 차매 그리스도께서 이들의 죄를 위하여 죽으셨으며, 이들의 의롭다 하심을 위하여 다시 살아나셨다.2) 그럼에도 정하신 때에 성령 하나님께서 그리스도를 이들에게 실제로 적용하셔야 이들은 의롭다 하심을 받는다.3)","1) 갈 3:8; 벧전 1:2, 19~20; 롬 8:30. 2) 갈 4:4; 딤전 2:6; 롬 4:25. 3) 골 1:21~22; 갈 2:16; 딛 3:4~7."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,11,의롭다 하심(칭의),5,"하나님께서 의롭다 하심을 받은 자들의 죄를 계속하여 용서하신다.1) 비록 이들은 의롭다 하심을 받은 상태에서 결코 떨어질 수는 없다 할지라도,2) 자신들의 죄로 인하여 하나님 아버지의 노여워하심 아래 떨어질 수 있으며, 스스로 겸비하여 죄를 고백하고 용서를 구하며 믿음과 회개를 새롭게 한 후에라야 비로소 자신들에게 회복된 하나님의 얼굴빛을 누릴 수 있다.3)","1) 마 6:12; 요일 1:7, 9; 2:1~2. 2) 눅 22:32; 요 10:28; 히 10:14. 3) 시 89:31~33; 51:7~12; 32:5; 마 26:75; 고전 11:30, 32; 눅 1:20."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,11,의롭다 하심(칭의),6,구약 아래에 있는 신자들의 의롭다 하심은 이 모든 점에 있어 신약 아래에 있는 신자들의 의롭다 하심과 동일하며 하나이다.1),"1) 갈 3:9, 13~14; 롬 4:22~24; 히 13:8."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,12,양자 삼으심,1,"하나님께서 의롭다 하심을 받은 모든 사람을, 황송하게도 자신의 독 생자 예수 그리스도 안에서 또한 그분으로 인하여, 양자의 은혜에 참여하는 자들이 되게 하신다.1) 이로 인하여 이들은 하나님의 자녀의 일원으로 받아 들여지며, 하나님의 자녀의 자유와 특권을 누린다.2) 곧 하나님의 이름을 지 니게 되고,3) 양자의 영을 받으며,4) 은혜의 보좌 앞에 담대히 나아가고,5) 아 빠 아버지라고 부르짖을 수 있게 되며,6) 긍휼히 여김을 받고,7) 보호를 받으 며,8) 필요를 공급받는다.9) 또한 아버지에게 징계받듯이 하나님께 징계받지 만,10) 그럼에도 결코 내버림 받지 않으며,11) 오히려 구속의 날까지 인침 받 고,12) 영원한 구원의 상속자로서13) 약속들을 유업으로 받는다.14)","1) 엡 1:5; 갈 4:4~5. 2) 롬 8:17; 요 1:12. 3) 렘 14:9; 고후 6:18; 계 3:12. 4) 롬 8:15. 5) 엡 3:12; 롬 5:2. 6) 갈 4:6. 7) 시 103:13. 8) 잠 14:26. 9) 마 6:30, 32; 벧전 5:7. 10) 히 12:6. 11) 애 3:31. 12) 엡 4:30. 13) 벧전 1:3~4; 히 1:14. 14) 히 6:12."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,13,거룩하게 하심(성화),1,"효과 있는 부르심을 받아 중생하여 자신 안에 창조된 새 마음과 새 영을 가진 사람들은 더 나아가, 그리스도의 죽으심과 부활의 능력으로 인하 여,1) 또 그분의 말씀과 이들 안에 거하시는 성령 하나님으로 말미암아2) 실제 로 또 인격적으로 거룩하게 하심을 받는다. 즉, 온몸에 대한 죄의 지배는 파 괴되고3) 그것으로 인한 여러 욕정은 점점 더 약화되며 죽게 된다.4) 그리고 이들은 모든 구원하는 은혜 안에서 점점 더 살아나고 강해져서5) 참된 거룩함 을 실행할 수 있게 된다. 이 거룩함이 없이는 아무도 주님을 뵙지 못한다.6)","1) 고전 6:11; 행 20:32; 빌 3:10; 롬 6:5~6. 2) 요 17:17; 엡 5:26; 살후 2:13. 3) 롬 6:6, 14. 4) 갈 5:24; 롬 8:13. 5) 골 1:11; 엡 3:16~19. 6) 고후 7:1; 히 12:14."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,13,거룩하게 하심(성화),2,"이 거룩하게 하심은 사람의 전 부분에 두루 걸쳐서 이루어진다.1) 그 러나 이생에서는 불완전하고, 각 부분마다 부패가 얼마간 여전히 남아있 다.2) 이로부터 육체의 소욕은 성령을 거스르고 성령은 육체를 거스르는 화 해 불가능한 끊임없는 전쟁이 일어난다.3)","1) 살전 5:23. 2) 요일 1:10; 롬 7:18, 23; 빌 3:12. 3) 갈 5:17; 벧전 2:11."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,13,거룩하게 하심(성화),3,"이 전쟁에서, 남아있는 부패가 한동안은 상당히 지배할지라도,1) 거룩 하게 하시는 그리스도의 성령께서 계속 공급하시는 힘으로 말미암아 중생한 소욕이 마침내 이긴다.2) 이렇게 해서 성도는 하나님을 두려워하는 가운데서 거룩함을 온전히 이루며3) 은혜 안에서 자라간다.4)",1) 롬 7:23. 2) 롬 6:14; 요일 5:4; 엡 4:15~16. 3) 고후 7:1. 4) 벧후 3:18; 고후 3:18.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,14,구원하는 믿음,1,"선택된 자들은 믿음의 은혜로 인하여 믿을 수 있게 되어 영혼의 구원 에 이르게 된다.1) 이 믿음의 은혜는 그리스도의 성령께서 이들 마음 안에서 행 하시는 일이며,2) 통상적으로 말씀 사역에 의해 이루어진다.3) 또한 말씀 사역 에 의해, 그리고 성례의 시행과 기도에 의해 이 믿음이 증가되고 강화된다. 4)","1) 히 10:39. 2) 고후 4:13; 엡 1:17~19; 2:8. 3) 롬 10:14, 17. 4) 벧전 2:2; 행 20:32; 롬 4:11; 눅 17:5; 롬 1:16~17."
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,14,구원하는 믿음,2,"이 믿음에 의하여 그리스도인은 성경에서 말씀하시는 하나님 그분의 권위 때문에 성경 말씀에 계시된 것은 무엇이든지 다 참되다고 믿는다.1) 그 리고 말씀의 각 구절이 담고 있는 바에 따라 달리 반응하는데, 곧 명령에는 순종하고,2) 경고에는 두려워 떨며,3) 금생과 내생에 대한 하나님의 약속을 가슴에 품는다.4) 그러나 구원하는 믿음의 주요 활동은 은혜언약에 힘입어 의롭다 하심, 거룩하게 하심 그리고 영원한 생명을 위하여 그리스도만을 인 정하고 영접하며 의지하는 것이다.5)",1) 요 4:42; 살전 2:13; 요일 5:10; 행 24:14. 2) 롬 16:26. 3) 사 66:2. 4) 히 11:13; 딤전 4:8. 5) 요 1:12; 행 16:31; 갈 2:20; 행 15:11.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,14,구원하는 믿음,3,이 믿음은 정도에 차이가 있어 약하거나 강하다.1) 그렇기에 종종 여 러 방식으로 공격당하고 약화될 수도 있지만 그럼에도 마침내 승리한다.2) 믿음의 창시자이며 완성자이신 그리스도3)로 말미암아 충만한 확신에 이르 기까지 여러 면에서 자라난다.4),1) 히 5:13~14; 롬 4:19~20; 마 6:30; 8:10. 2) 눅 22:31~32; 엡 6:16; 요일 5:4~5. 3) 히 12:2. 4) 히 6:11~12; 10:22; 골 2:2.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,15,생명에 이르는  회개,1,생명에 이르는 회개는 복음의 은혜이다.1) 모든 복음 사역자는 그리스 도를 믿는 믿음의 교리뿐만 아니라 회개의 교리도 설교해야 한다.2),1) 슥 12:10; 행 11:18. 2) 눅 24:47; 막 1:15; 행 20:21.
웨스트민스터 신앙고백서,웨스트민스터 총회,,영음사,15,생명에 이르는  회개,2,"회개를 통해 죄인은 자신의 죄가 하나님의 거룩한 본성과 의로운 율 법에 반대되는 것으로 위험할 뿐만 아니라 더럽고 혐오스럽다는 것을 보고 자각함으로써, 그리고 참회하는 자들을 향한 그리스도 안에 있는 하나님의 긍휼을 깨달음으로써, 자신의 죄를 몹시 슬퍼하며 미워하고 모든 죄에서 하 나님께로 돌이켜1) 그분의 모든 계명의 길에 그분과 동행하기를 의도하고 애 쓴다.2)","1) 겔 36:31; 사 30:22; 시 51:4; 렘 31:18~19; 욜 2:12~13; 암 5:15; 시 119:128; 고후 7:11. 2) 시 119:6, 59, 106; 눅 1:6; 왕하 23:25."
